name,uri,guid,status,version,license,product,build,"rtsearch_enabled","generation_id",site,"master_uri",groups,"searchable_indexes",type,"valid_conn","cluster_id"
so1,"?","C2299EFF-45D6-42D3-8816-D87D359950D2",0,"","","","",1,0,default,"?","","",index,,
